# wave                 flux               
  5544.016997335772    -15994.380859375   
  5544.338071077333    -15666.203125      
  5544.659144818893    -15515.126953125   
  5544.980218560453    -15734.1201171875  
  5545.301292302013    -16026.6484375     
  5545.6223660435735   -16314.279296875   
  5545.943439785134    -15929.8759765625  
  5546.264513526694    -16215.1435546875  
  5546.585587268254    -15865.5908203125  
  5546.906661009814    -15877.341796875   
  5547.227734751375    -16097.9150390625  
  5547.548808492935    -15931.12890625    
  5547.869882234495    -15872.9091796875  
  5548.190955976055    -16020.859375      
  5548.512029717615    -16045.2451171875  
  5548.833103459176    -15892.5234375     
  5549.154177200736    -15925.7978515625  
  5549.475250942296    -15993.0419921875  
  5549.796324683856    -15941.220703125   
  5550.1173984254165   -15901.2880859375  
  5550.438472166977    -15917.466796875   
  5550.759545908537    -15943.3505859375  
  5551.080619650097    -16107.1396484375  
  5551.401693391657    -16123.421875      
  5551.7227671332175   -15866.046875      
  5552.043840874778    -15785.6650390625  
  5552.364914616338    -16144.2998046875  
  5552.685988357898    -16216.2275390625  
  5553.007062099458    -15870.064453125   
  5553.328135841019    -15987.75          
  5553.649209582579    -15966.248046875   
  5553.970283324139    -16050.9453125     
  5554.291357065699    -16115.587890625   
  5554.612430807259    -16098.0205078125  
  5554.93350454882     -16035.5009765625  
  5555.25457829038     -16002.75          
  5555.57565203194     -15876.443359375   
  5555.8967257735      -16198.0205078125  
  5556.2177995150605   -16325.40234375    
  5556.538873256621    -16196.9375        
  5556.859946998181    -16054.2802734375  
  5557.181020739741    -16154.3046875     
  5557.502094481301    -16133.7509765625  
  5557.823168222862    -16009.107421875   
  5558.144241964422    -16148.61328125    
  5558.465315705982    -15957.8271484375  
  5558.786389447542    -15858.7783203125  
  5559.107463189102    -15929.3955078125  
  5559.428536930663    -16093.1103515625  
  5559.749610672223    -16123.9716796875  
  5560.070684413783    -16148.4326171875  
  5560.391758155343    -15969.2880859375  
  5560.7128318969035   -15551.259765625   
  5561.033905638464    -15170.84375       
  5561.354979380024    -14512.9130859375  
  5561.676053121584    -13819.6474609375  
  5561.997126863144    -13592.43359375    
  5562.3182006047045   -13566.5           
  5562.639274346265    -13468.11328125    
