       3995.7960      15.9759
       3999.5271      16.0375
       4003.2617      16.0992
       4006.9997      16.1611
       4010.7413      16.2231
       4014.6201      16.2869
       4018.3688      16.3477
       4022.1210      16.4071
       4025.8766      16.4648
       4029.6358      16.5206
       4033.3985      16.5742
       4037.1647      16.6254
       4040.9344      16.6743
       4044.7077      16.7209
       4048.6194      16.7666
       4052.3998      16.8085
       4056.1837      16.8484
       4059.9712      16.8862
       4063.7622      16.9222
       4067.5568      16.9565
       4071.3549      16.9892
       4075.1565      17.0205
       4079.0977      17.0516
       4082.9065      17.0803
       4086.7190      17.1079
       4090.5349      17.1344
       4094.3545      17.1600
       4098.1776      17.1846
       4102.0043      17.2082
       4105.8346      17.2309
       4109.6684      17.2527
       4113.6429      17.2743
       4117.4841      17.2941
       4121.3288      17.3129
       4125.1771      17.3306
       4129.0290      17.3472
       4132.8845      17.3626
       4136.7436      17.3768
       4140.6063      17.3897
       4144.4726      17.4012
       4148.4808      17.4118
       4152.3544      17.4205
       4156.2317      17.4278
       4160.1126      17.4336
       4163.9971      17.4378
       4167.8852      17.4406
       4171.7770      17.4418
       4175.6724      17.4415
       4179.7108      17.4395
       4183.6136      17.4361
       4187.5201      17.4313
       4191.4302      17.4250
       4195.3440      17.4173
       4199.2614      17.4082
       4203.1824      17.5338
       4207.1072      17.5402
       4211.0356      17.5450
       4215.1082      17.5492
       4219.0440      17.5531
       4222.9836      17.5572
       4226.9268      17.5618
       4230.8737      17.5669
       4234.8243      17.5729
       4238.7786      17.5795
       4242.7366      17.5868
       4246.6982      17.5946
       4250.8053      17.6032
       4254.7745      17.6117
       4258.7474      17.6204
       4262.7240      17.6290
       4266.7043      17.6375
       4270.6884      17.6455
       4274.6762      17.6531
       4278.6677      17.6602
       4282.8056      17.6668
       4286.8047      17.6726
       4290.8075      17.6778
       4294.8141      17.6825
       4298.8244      17.6870
       4302.8384      17.6916
       4306.8562      17.6967
       4310.8778      17.7028
       4314.9031      17.7108
       4319.0761      17.7219
       4323.1090      17.7364
       4327.1457      17.7558
       4331.1862      17.7815
       4335.2305      17.4644
       4339.2785      17.4983
       4343.3303      17.5311
       4347.3859      17.5628
       4351.4453      17.5933
       4355.6537      17.6237
       4359.7208      17.6520
       4363.7917      17.6791
       4367.8664      17.7050
       4371.9449      17.7298
       4376.0272      17.7533
       4380.1134      17.7756
       4384.2033      17.7966
       4388.4434      17.8170
       4392.5411      17.8354
       4396.6426      17.8525
       4400.7480      17.8681
       4404.8572      17.8824
       4408.9703      17.8953
       4413.0872      17.9068
       4417.2079      17.9169
       4421.3325      17.9256
       4425.6084      17.9330
       4429.7409      17.9388
       4433.8771      17.9431
       4438.0173      17.9461
       4442.1613      17.9476
       4446.3092      17.9477
       4450.4609      17.9655
       4454.6166      17.9656
       4458.7761      17.9659
       4463.0882      17.9663
       4467.2557      17.9666
       4471.4270      17.9665
       4475.6022      17.9661
       4479.7813      17.9653
       4483.9643      17.9641
       4488.1512      17.9626
       4492.3421      17.9609
       4496.5368      17.9589
       4500.8855      17.9567
       4505.0882      17.9546
       4509.2948      17.9526
       4513.5054      17.9508
       4517.7199      17.9493
       4521.9383      17.9481
       4526.1607      17.9474
       4530.3870      17.9471
       4534.7685      17.9475
       4539.0028      17.9484
       4543.2411      17.9499
       4547.4834      17.9520
       4551.7296      17.9546
       4555.9798      17.9578
       4560.2340      17.9614
       4564.4921      17.9655
       4568.7542      17.9699
       4573.1727      17.9747
       4577.4429      17.9796
       4581.7172      17.9846
       4585.9953      17.9896
       4590.2775      17.9946
       4594.5637      17.9995
       4598.8539      18.0042
       4603.1481      18.0088
       4607.4463      18.0132
       4611.9023      18.0175
       4616.2086      18.0215
       4620.5190      18.0254
       4624.8335      18.0292
       4629.1519      18.0331
       4633.4744      18.0371
       4637.8009      18.0414
       4642.1315      18.0461
       4646.6210      18.0515
       4650.9598      18.0574
       4655.3026      18.0640
       4659.6495      18.0713
       4664.0005      18.0792
       4668.3555      18.0878
